log4j:WARN No such property [datePattern] in org.apache.log4j.ConsoleAppender.
log4j:WARN No such property [file] in org.apache.log4j.ConsoleAppender.
2022-12-25 12:48:47,625 [pool-2-thread-1] INFO  (ThrottledPublisher.java:47) - publishAggregatedMarketData: MarketData(updateTime=2022-12-25T04:48:47.535476Z, symbol=A0, price=Price(bid=334.0, ask=664.0, last=333.0))
2022-12-25 12:48:47,639 [pool-2-thread-1] INFO  (ThrottledPublisher.java:47) - publishAggregatedMarketData: MarketData(updateTime=2022-12-25T04:48:47.640988Z, symbol=A1, price=Price(bid=1008.0, ask=2008.0, last=1007.0))
2022-12-25 12:48:47,642 [pool-2-thread-1] INFO  (ThrottledPublisher.java:47) - publishAggregatedMarketData: MarketData(updateTime=2022-12-25T04:48:47.647763Z, symbol=A2, price=Price(bid=199.0, ask=389.0, last=198.0))
2022-12-25 12:48:47,642 [pool-2-thread-1] INFO  (ThrottledPublisher.java:47) - publishAggregatedMarketData: MarketData(updateTime=2022-12-25T04:48:47.648719Z, symbol=A3, price=Price(bid=414.0, ask=819.0, last=413.0))
2022-12-25 12:48:47,643 [pool-2-thread-1] INFO  (ThrottledPublisher.java:47) - publishAggregatedMarketData: MarketData(updateTime=2022-12-25T04:48:47.649252Z, symbol=A4, price=Price(bid=593.0, ask=1177.0, last=592.0))
2022-12-25 12:48:47,643 [pool-2-thread-1] INFO  (ThrottledPublisher.java:47) - publishAggregatedMarketData: MarketData(updateTime=2022-12-25T04:48:47.649669Z, symbol=A5, price=Price(bid=742.0, ask=1475.0, last=741.0))
2022-12-25 12:48:47,644 [pool-2-thread-1] INFO  (ThrottledPublisher.java:47) - publishAggregatedMarketData: MarketData(updateTime=2022-12-25T04:48:47.650097Z, symbol=A6, price=Price(bid=902.0, ask=1795.0, last=901.0))
2022-12-25 12:48:47,644 [pool-2-thread-1] INFO  (ThrottledPublisher.java:47) - publishAggregatedMarketData: MarketData(updateTime=2022-12-25T04:48:47.650425Z, symbol=A7, price=Price(bid=1009.0, ask=2009.0, last=1008.0))
2022-12-25 12:48:47,644 [pool-2-thread-1] INFO  (ThrottledPublisher.java:47) - publishAggregatedMarketData: MarketData(updateTime=2022-12-25T04:48:47.650425Z, symbol=A8, price=Price(bid=1009.0, ask=2009.0, last=1008.0))
2022-12-25 12:48:47,645 [pool-2-thread-1] INFO  (ThrottledPublisher.java:47) - publishAggregatedMarketData: MarketData(updateTime=2022-12-25T04:48:47.650425Z, symbol=A9, price=Price(bid=1009.0, ask=2009.0, last=1008.0))
2022-12-25 12:48:48,738 [pool-2-thread-1] INFO  (ThrottledPublisher.java:47) - publishAggregatedMarketData: MarketData(updateTime=2022-12-25T04:48:48.866962Z, symbol=A0, price=Price(bid=1132.0, ask=2132.0, last=1131.0))
2022-12-25 12:48:48,738 [pool-2-thread-1] INFO  (ThrottledPublisher.java:47) - publishAggregatedMarketData: MarketData(updateTime=2022-12-25T04:48:48.866962Z, symbol=A1, price=Price(bid=1132.0, ask=2132.0, last=1131.0))
2022-12-25 12:48:48,739 [pool-2-thread-1] INFO  (ThrottledPublisher.java:47) - publishAggregatedMarketData: MarketData(updateTime=2022-12-25T04:48:48.866962Z, symbol=A2, price=Price(bid=1132.0, ask=2132.0, last=1131.0))
2022-12-25 12:48:48,739 [pool-2-thread-1] INFO  (ThrottledPublisher.java:47) - publishAggregatedMarketData: MarketData(updateTime=2022-12-25T04:48:48.866962Z, symbol=A3, price=Price(bid=1132.0, ask=2132.0, last=1131.0))
2022-12-25 12:48:48,739 [pool-2-thread-1] INFO  (ThrottledPublisher.java:47) - publishAggregatedMarketData: MarketData(updateTime=2022-12-25T04:48:48.866962Z, symbol=A4, price=Price(bid=1132.0, ask=2132.0, last=1131.0))
